           0  -9.7211659957421741     
           1  -6.5197754852149918     
           2  -5.2366579861613092     
           3  -4.5325704935737479     
           4  -3.7834539046334386     
           5  -3.2758166153310109     
           6  -2.5956817981473255     
           7  -2.1387500299800815     
           8  -1.7929461730826244     
           9  -1.5067414421961884     
          10  -1.2809330454623842     
          11  -1.1144002654687231     
          12 -0.91000304089896700     
