   2.0000000000000000       -1.1347021941219810     
   27.000000000000000      -0.20336302544879553     
   52.000000000000000      -0.10555279498025182     
   77.000000000000000       -7.1282298037069008E-002
   102.00000000000000       -5.3811146217444011E-002
   127.00000000000000       -4.3218400897921137E-002
   152.00000000000000       -3.6110111276548236E-002
   177.00000000000000       -3.1009813073645944E-002
   202.00000000000000       -2.7171964920966990E-002
   227.00000000000000       -2.4179457771080760E-002
   252.00000000000000       -2.1780702039822748E-002
   277.00000000000000       -1.9814934707708780E-002
   302.00000000000000       -1.8174625543163351E-002
   327.00000000000000       -1.6785128177478081E-002
   352.00000000000000       -1.5593002596691285E-002
   377.00000000000000       -1.4558983856857645E-002
   402.00000000000000       -1.3653574413023215E-002
   427.00000000000000       -1.2854184810387194E-002
   452.00000000000000       -1.2143223261140115E-002
   477.00000000000000       -1.1506785983302584E-002
   502.00000000000000       -1.0933738872580343E-002
   527.00000000000000       -1.0415060557941806E-002
   552.00000000000000       -9.9433639747016894E-003
   577.00000000000000       -9.5125423120196399E-003
   602.00000000000000       -9.1175031794606849E-003
   627.00000000000000       -8.7539663700722994E-003
   652.00000000000000       -8.4183081503609383E-003
   677.00000000000000       -8.1074400502737544E-003
   702.00000000000000       -7.8187135527568834E-003
   727.00000000000000       -7.5498444484667568E-003
   752.00000000000000       -7.2988522793023033E-003
   777.00000000000000       -7.0640114723749450E-003
   802.00000000000000       -6.8438116135103892E-003
   827.00000000000000       -6.6369249262821428E-003
   852.00000000000000       -6.4421794765672910E-003
   877.00000000000000       -6.2585369601315076E-003
   902.00000000000000       -6.0850741840746472E-003
   927.00000000000000       -5.9209675448061837E-003
   952.00000000000000       -5.7654799517177857E-003
   977.00000000000000       -5.6179497584803806E-003
